DIVISION,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,N_COMUN
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Awaous,Awaous transandeanus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Axoclinus,Axoclinus lucillae,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Axoclinus,Axoclinus rubinoffi,
CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,Aythya affinis,
CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,Aythya collaris,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia barbouri,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia beebei,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia bicolor,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia dorbignyi,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia flavescens,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia guianensis,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia heteropa,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia huallagana,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia intermedia,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia lineata,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia marcelae,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia pallidiceps,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia peruana,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia pyburni,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia talpa,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia trinitatis,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,Bachia trisanale,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Bagre,Bagre bagre,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Bagre,Bagre marinus,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Bagre,Bagre panamensis,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Bagre,Bagre pinnimaculatus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Bairdiella,Bairdiella armata,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Bairdiella,Bairdiella ensifera,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Bairdiella,Bairdiella ronchus,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Bajacalifornia,Bajacalifornia megalops,
CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,Balaenoptera bonaerensis,
CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,Balaenoptera borealis,
CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,Balaenoptera edeni,
CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,Balaenoptera musculus,
CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,Balaenoptera physalus,
CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,Balantiopteryx infusca,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Baldwinella,Baldwinella aureorubens,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Baldwinella,Baldwinella vivanus,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Balistes,Balistes capriscus,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Balistes,Balistes polylepis,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Balistes,Balistes vetula,
CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia,Bangsia arcaei,
CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia,Bangsia aureocincta,
CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia,Bangsia edwardsi,
CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia,Bangsia flavovirens,
CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia,Bangsia melanochlamys,
CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Bangsia,Bangsia rothschildi,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Barathrites,Barathrites iris,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Barathrites,Barathrites parri,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Barathrodemus,Barathrodemus manatinus,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Barathronus,Barathronus bicolor,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,PLATYTROCTIDAE,Barbantus,Barbantus curvifrons,
CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,BARBOURISIIDAE,Barbourisia,Barbourisia rufa,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Barbulifer,Barbulifer ceuthoecus,
CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Bartramia,Bartramia longicauda,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Baryancistrus,Baryancistrus demantoides,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Barycholos,Barycholos pulcher,
CHORDATA,AVES,CORACIIFORMES,MOMOTIDAE,Baryphthengus,Baryphthengus martii,
CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,Basileuterus auricapilla,
CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,Basileuterus cabanisi,
CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,Basileuterus griseiceps,
CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,Basileuterus ignotus,
CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,Basileuterus rufifrons,
CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,Basileuterus trifasciatus,
CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,Basileuterus tristriatus,
CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Basilichthys,Basilichthys semotilus,
Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,Basiliscus basiliscus,Pasa arroyo
CHORDATA,REPTILIA,SQUAMATA,CORYTOPHANIDAE,Basiliscus,Basiliscus galeritus,
CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon alleni,
CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon medius,
CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon neblina,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,Bassozetus compressus,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,Bassozetus levistomatus,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,Bassozetus nasus,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,Bassozetus nielseni,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,Bassozetus normalis,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,Bassozetus robustus,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bassozetus,Bassozetus taenia,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,Bathophilus digitatus,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,Bathophilus irregularis,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,Bathophilus longipes,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,Bathophilus longipinnis,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,Bathophilus pawneei,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,Bathophilus schizochirus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Bathyanthias,Bathyanthias cubensis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,BATHYCLUPEIDAE,Bathyclupea,Bathyclupea schroederi,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Bathycongrus,Bathycongrus bullisi,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Bathycongrus,Bathycongrus dubius,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Bathycongrus,Bathycongrus macrurus,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Bathycongrus,Bathycongrus thysanochilus,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Bathycongrus,Bathycongrus varidens,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Bathycongrus,Bathycongrus vicinalis,
CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Bathygadus,Bathygadus melanobranchus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius andrei,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius antilliensis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius curacao,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius lacertus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius lineatus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius mystacium,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius ramosus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius soporator,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Bathylaco,Bathylaco nigricans,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,BATHYLAGIDAE,Bathylagoides,Bathylagoides argyrogaster,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathymicrops,Bathymicrops regis,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bathyonus,Bathyonus caudalis,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bathyonus,Bathyonus laticeps,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Bathyonus,Bathyonus pectoralis,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Bathyprion,Bathyprion danae,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois bigelowi,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois grallator,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois pectinatus,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois phenax,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois quadrifilis,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois ventralis,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois viridensis,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,BATHYSAURIDAE,Bathysaurus,Bathysaurus mollis,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Bathytroctes,Bathytroctes macrolepis,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Bathytroctes,Bathytroctes michaelsarsi,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Bathytroctes,Bathytroctes microlepis,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathytyphlops,Bathytyphlops marionae,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathytyphlops,Bathytyphlops sewelli,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Bathyuroconger,Bathyuroconger vicinus,
CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE,Batrachoides,Batrachoides manglae,
CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE,Batrachoides,Batrachoides pacifici,
CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE,Batrachoides,Batrachoides surinamensis,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,PSEUDOPIMELODIDAE,Batrochoglanis,Batrochoglanis transmontanus,
CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Bellator,Bellator brachychir,
CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Bellator,Bellator egretta,
CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Bellator,Bellator farrago,
CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Bellator,Bellator gymnostethus,
CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Bellator,Bellator loxias,
CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Bellator,Bellator militaris,
CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Bellator,Bellator ribeiroi,
CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Bellator,Bellator xenisma,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Bellottia,Bellottia robusta,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCOPHIDAE,Bembrops,Bembrops anatirostris,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCOPHIDAE,Bembrops,Bembrops macromma,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,SCOPELARCHIDAE,Benthalbella,Benthalbella infans,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Benthocometes,Benthocometes robustus,
CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Benthosema,Benthosema panamense,
CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Benthosema,Benthosema suborbitale,
CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Berlepschia,Berlepschia rikeri,
CHORDATA,ACTINOPTERYGII,BERYCIFORMES,BERYCIDAE,Beryx,Beryx decadactylus,
CHORDATA,ACTINOPTERYGII,BERYCIFORMES,BERYCIDAE,Beryx,Beryx splendens,
CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Blastocerus,Blastocerus dichotomus,
Chordata,Reptilia,Squamata,Boidae,Boa,Boa constrictor,Boa
CHORDATA,REPTILIA,SQUAMATA,BOIDAE,Boa,Boa imperator,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana aguilari,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana alemani,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana boans,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana calcarata,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana cinerascens,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana crepitans,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana fasciata,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana geographica,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana gladiator,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana hobbsi,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana hutchinsi,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana jimenezi,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana lanciformis,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana lemai,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana melanopleura,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana microderma,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana multifasciata,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana nympha,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana ornatissima,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana palaestes,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana pellucens,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana picturata,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana pugnax,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana pulidoi,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana punctata,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana raniceps,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana rhythmica,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana roraima,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana rosenbergi,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana rubracyla,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana rufitela,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana sibleszi,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana tepuiana,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana tetete,
CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana wavrini,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus diplotaenia,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus eclancheri,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus pulchellus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,Bodianus rufus,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Boissonneaua,Boissonneaua flavescens,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Boissonneaua,Boissonneaua jardini,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Boissonneaua,Boissonneaua matthewsii,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Bolborhynchus,Bolborhynchus ferrugineifrons,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Bolborhynchus,Bolborhynchus lineola,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Bolborhynchus,Bolborhynchus orbygnesius,
CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Bolinichthys,Bolinichthys indicus,
CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Bolinichthys,Bolinichthys longipes,
CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Bolinichthys,Bolinichthys photothorax,
CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Bolinichthys,Bolinichthys supralateralis,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa adspersa,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa altamazonica,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa biseriata,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa borburata,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa capitana,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa chica,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa digitigrada,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa equatoriana,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa guaneae,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa guaramacalensis,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa hiemalis,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa hypacra,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa lozanoi,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa medemi,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa mucuyensis,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa nicefori,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa orestes,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa palmata,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa pandi,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa peruviana,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa phalarosoma,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa ramosi,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa savagei,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa silverstonei,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa sima,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa tatamae,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa vallecula,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa walkeri,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,Bolitoglossa yariguiensis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia boqueronensis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia chlamydes,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia eigenmanni,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia gomezi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia litura,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia macropoma,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia marginalis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia ocellata,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia stigmatura,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia umbrosa,
CHORDATA,AVES,PASSERIFORMES,BOMBYCILLIDAE,Bombycilla,Bombycilla cedrorum,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Bonapartia,Bonapartia pedaliota,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Borophryne,Borophryne apogon,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Borostomias,Borostomias elucens,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Borostomias,Borostomias mononema,
CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Borostomias,Borostomias panamensis,
CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Botaurus,Botaurus pinnatus,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothriechis,Bothriechis schlegelii,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrocophias,Bothrocophias andianus,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrocophias,Bothrocophias campbelli,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrocophias,Bothrocophias colombianus,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrocophias,Bothrocophias microphthalmus,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrocophias,Bothrocophias myersi,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrops,Bothrops lojanus,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrops,Bothrops medusa,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrops,Bothrops oligolepis,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrops,Bothrops osbornei,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrops,Bothrops pictus,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrops,Bothrops taeniatus,
CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Bothrops,Bothrops venezuelensis,
CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Bothus,Bothus constellatus,
